,_record_id,_title,_server_updated_at,_created_by,_updated_by,_geometry,_latitude,_longitude,arrival_of_the_freight_vehicle,plates,company_if_visible,visit_purpose,type_of_vehicle,number_of_operators,refrigerated_truck,type_of_cargo,picture_of_the_parked_freight_vehicle,departure_of_the_freight_vehicle,where_was_the_vehicle_parked,while_parked_was_the_engine_running,used_traffic_cone,vehicles_unloading_door,number_of_available_trolleys,serving_customer,garage_blocking,accident,describe_the_accident,noise,traffic_congestion,maximum_number_of_vehicles_in_the_traffic_jam
110,2a227aac-1144-410a-8267-f49a7da4a1e5,"503 1 Calle 3 Sur
Puebla de Zaragoza PUE 72000
MX",2022-11-14 13:47:44 UTC,Fernando Báez,Fernando Báez,SRID=4326;POINT(-98.2012164598 19.0435197173),19.0435197173,-98.2012164598,11:29,SN29118,Pringles ,Sales & delivery,SUV,1,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,11:30,Street - next to the curbside,no,no,Rear,0,4.0,yes,no,2.0,no,no,3.0
111,9382f323-845c-4d72-bc49-d2b49094d9b4,"702–710 Calle 3 Sur
Puebla de Zaragoza PUE 72000
MX",2022-11-14 13:47:43 UTC,Fernando Báez,Fernando Báez,SRID=4326;POINT(-98.2018907669 19.0422319997),19.0422319997,-98.2018907669,11:23,SM15226,Coca-cola,Delivery,Light truck or Van,1,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,11:27,Street - next to the curbside,no,no,Side,1,4.0,no,no,2.0,no,yes,3.0
112,2610c6ec-767f-4b67-b787-b11c1545b209,"703D Calle 16 de Septiembre
Puebla de Zaragoza PUE 72000
MX",2022-11-14 13:47:43 UTC,Fernando Báez,Fernando Báez,SRID=4326;POINT(-98.2001949894 19.0417790728),19.0417790728,-98.2001949894,11:18,HH3192D,Marinela,Sales & delivery,Light truck or Van,1,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,11:21,Street - next to the curbside,no,no,Side,0,4.0,no,no,2.0,no,yes,3.0
113,664e51c2-74f1-4fd5-b592-67b74c8c1d06,"305 Avenida Reforma
Puebla de Zaragoza PUE 72000
MX",2022-11-14 13:47:42 UTC,Fernando Báez,Fernando Báez,SRID=4326;POINT(-98.2003267275 19.0452351569),19.0452351569,-98.2003267275,11:08,SN56381,La flor de Loreto ,Sales & delivery,Pick-up,2,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,11:15,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
114,d5f0e096-a841-462d-9be8-358f88f4236f,"106 Avenida 2 Poniente
Puebla de Zaragoza PUE 72000
MX",2022-11-14 13:47:42 UTC,Fernando Báez,Fernando Báez,SRID=4326;POINT(-98.1984406914 19.0454318494),19.0454318494,-98.1984406914,10:59,XE7104A,Coca-Cola,Sales & delivery,Light truck or Van,1,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,11:09,Street - next to the curbside,no,no,Side,0,4.0,no,no,2.0,no,no,3.0
115,0c0089e0-0c96-4e2f-8491-5654c0de4056,"2 Calle 4 Norte
Puebla de Zaragoza PUE 72000
MX",2022-11-14 13:47:41 UTC,Fernando Báez,Fernando Báez,SRID=4326;POINT(-98.1954367084 19.0431186735),19.0431186735,-98.1954367084,10:42,SN58171,5,Sales & delivery,Pick-up,2,no,Nonfood,1 Photo,10:49,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
116,ce21cd19-a607-4bca-9f94-97a388266150,"404B Avenida 2 Oriente
Puebla de Zaragoza PUE 72000
MX",2022-11-14 13:47:40 UTC,Fernando Báez,Fernando Báez,SRID=4326;POINT(-98.1949176021 19.0435677487),19.0435677487,-98.1949176021,10:35,XB98517,5,Sales & delivery,Pick-up,1,no,"Meat (beef, poultry, pork, seafood, etc.)",1 Photo,10:36,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
117,52b71a2f-188e-4f81-8446-30d5dc504ea3,"4503 Avenida 2 Poniente
Heroica Puebla de Zaragoza Puebla 72070
México",2022-11-14 12:13:00 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2287272 19.0627278),19.0627278,-98.2287272,11:45,SK56475,5,Delivery,Light truck or Van,1,no,Produce (fruits & vegetables),1 Photo,12:10,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
118,4408a234-9585-46fe-9b16-96c0faaf6db8,"73 Calle Almolonga
Puebla de Zaragoza PUE 72160
MX",2022-11-12 22:15:04 UTC,Salomon Abdala Perez,Salomon Abdala Perez,SRID=4326;POINT(-98.2334894708 19.0568933787),19.0568933787,-98.2334894708,14:00,KB-7050-A,Ricolino,Delivery,Light truck or Van,1,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,14:10,Street - next to the curbside,no,no,Side,1,4.0,yes,no,2.0,no,no,3.0
119,673cd0e3-7290-4c4d-a57f-096d16b78141,"72 Calle Almolonga
Puebla de Zaragoza PUE 72160
MX",2022-11-12 20:41:39 UTC,Jorge Alberto Ostorga Flores,Jorge Alberto Ostorga Flores,SRID=4326;POINT(-98.233483903 19.0568494313),19.0568494313,-98.233483903,13:50,XC8687A,Marinela,Delivery,Heavy duty truck,2,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,14:10,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
120,04e64464-3fbd-4ce1-99d8-5364e1567e8c,"4510 Vía Volkswagen
Heroica Puebla de Zaragoza Puebla 72180
Mexico",2022-11-12 18:02:57 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,SRID=4326;POINT(-98.2339161 19.0596775),19.0596775,-98.2339161,11:47,SM 20745,La fete,Delivery,Pick-up,1,yes,"Bakery (bread, cookies, cakes, etc.)",2 Photos,12:13,Street - next to the curbside,no,no,Side,0,1.0,no,no,2.0,no,no,3.0
121,d0a6568d-cf8f-48fd-ad3d-007e79f4ae6b,"4501A Avenida 2 Poniente
Heroica Puebla de Zaragoza Puebla 72070
México",2022-11-12 17:55:44 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2285674 19.0626948),19.0626948,-98.2285674,11:45,SP35169,Barcel,Delivery,Light truck or Van,1,no,"Bakery (bread, cookies, cakes, etc.),Nonfood",2 Photos,11:53,Street - next to the curbside,yes,no,Rear,2,4.0,yes,no,2.0,no,no,3.0
122,eff15823-b1f2-4e82-afb2-2195635d1406,"4717 Avenida Reforma
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-12 17:55:44 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.231397 19.0627239),19.0627239,-98.231397,11:41,SN89460,5,Delivery,Light truck or Van,2,no,sillas y mesas para eventos ,1 Photo,12:00,Dedicated unloading area (Bay),no,no,Rear,2,4.0,no,no,2.0,no,no,3.0
123,be5a8b55-ad05-4c32-8f62-7e0d20061cfc,"55 Calle Aljojuca
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-12 17:32:23 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.232277 19.0593853),19.0593853,-98.232277,11:00,SN16796,5,Delivery,Heavy duty truck,2,no,muebles,1 Photo,11:26,Street - next to the curbside,no,no,Rear,3,4.0,no,no,2.0,no,no,3.0
124,9e629bb4-3fad-40b6-bccb-0970d8af1d0a,"247 Avenida Reforma Sur
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-12 17:25:22 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2314082 19.0610519),19.0610519,-98.2314082,11:19,SN24486,Agua inmaculada,Sales & delivery,Automobile,1,no,"Non-alcoholic beverages (water, soda, etc.)",2 Photos,11:40,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
125,8fdc5c5d-9113-4ca1-bb8a-a53b6dc1a65a,"3133 Tetela
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-12 17:01:03 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2243023 19.057338),19.057338,-98.2243023,09:30,RR6807A,Lala,Delivery,Heavy duty truck,3,yes,"Dairy (milk, cheese, etc.)",1 Photo,11:20,Dedicated unloading area (Bay),no,no,Rear,2,4.0,no,no,2.0,no,no,3.0
126,94dd77e9-0bf9-483c-983f-df71c4b9f45a,"3319 Avenida Reforma Sur
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-12 17:01:02 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2241354 19.057425),19.057425,-98.2241354,10:40,XB0704A,Pilgrim,Delivery,Heavy duty truck,2,yes,"Dairy (milk, cheese, etc.)",1 Photo,10:55,Street - next to the curbside,no,no,Rear,2,4.0,no,no,2.0,no,no,3.0
127,cda7b134-7827-4830-9337-53f46be4f8b4,"152 Calle Tehuacán Sur
Heroica Puebla de Zaragoza Puebla 72160
Mexico",2022-11-12 16:56:51 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,SRID=4326;POINT(-98.2297262 19.0531093),19.0531093,-98.2297262,10:37,XA 1445 A,Coca colá ,Delivery,Light truck or Van,3,no,"Non-alcoholic beverages (water, soda, etc.)",2 Photos,11:00,Street - next to the curbside,no,no,Side,2,1.0,no,no,2.0,no,no,3.0
128,4fb92be5-f7f8-40ff-b4fe-d2d1e429ba13,"43 Calle 43 Norte
Heroica Puebla de Zaragoza Puebla 72070
México",2022-11-12 16:54:10 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2274024 19.0620703),19.0620703,-98.2274024,10:28,XA49337,5,Sales & delivery,Light truck or Van,1,no,Produce (fruits & vegetables),1 Photo,10:30,On top of a sidewalk,yes,no,Rear,1,4.0,yes,no,2.0,yes,no,3.0
129,cbaab095-ad31-4145-804b-ddc218681802,"3916 Avenida 21 Poniente
Heroica Puebla de Zaragoza Puebla 72180
Mexico",2022-11-12 16:45:34 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,SRID=4326;POINT(-98.2326791 19.0517539),19.0517539,-98.2326791,10:35,SP 28 423,5,Sales & delivery,SUV,2,no,"Non-alcoholic beverages (water, soda, etc.),Personal care (shampoo, soap, etc.)",1 Photo,10:55,Street - next to the curbside,no,no,Side,0,1.0,no,no,2.0,no,no,3.0
130,68b5ecad-36b0-4172-b2b3-43aebd0485ec,"1906 Avenida Rosendo Márquez
Heroica Puebla de Zaragoza Puebla 72180
Mexico",2022-11-12 16:40:10 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,SRID=4326;POINT(-98.2339776 19.0529867),19.0529867,-98.2339776,10:22,SN 91 675,5,Delivery,SUV,1,no,"Dairy (milk, cheese, etc.)",1 Photo,10:43,Store's garage,no,no,Rear,0,1.0,no,no,2.0,no,no,3.0
131,dc61d831-a0d0-448f-92fd-bfc60d449cf6,"3910 Avenida 2 Poniente
Heroica Puebla de Zaragoza Puebla 72070
México",2022-11-12 16:28:11 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2255224 19.0611275),19.0611275,-98.2255224,09:50,SN70204,5,Sales & delivery,Light truck or Van,1,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,10:30,Public parking lot,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
132,3b19bb47-17f0-4d33-aa27-cf6890bacfe5,"Heroica Puebla de Zaragoza Puebla 72160
Mexico",2022-11-12 16:23:43 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,SRID=4326;POINT(-98.2301393 19.0553701),19.0553701,-98.2301393,10:11,Sn 16767,Eventos galish,Delivery,Light truck or Van,4,no,Nonfood,2 Photos,10:38,Street - next to the curbside,no,no,Rear,1,1.0,no,no,2.0,no,no,3.0
133,7269f28f-ed3a-4c30-841a-11d82e5c0c5f,"28a San Martín Texmelucan
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-12 16:01:34 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2282945 19.0590599),19.0590599,-98.2282945,09:56,SP30072,5,Sales & delivery,Light truck or Van,1,no,Flores,1 Photo,10:20,Public parking lot,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
134,2b8a179a-521c-4ee3-a5ef-241fd1972b01,"45 Teziutlán Sur
Heroica Puebla de Zaragoza Puebla 72160
Mexico",2022-11-12 16:00:49 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,SRID=4326;POINT(-98.2271538 19.0532046),19.0532046,-98.2271538,09:46,809 WNH,Breaking Bread Coffee,Delivery,Pick-up,1,no,"Bakery (bread, cookies, cakes, etc.)",2 Photos,10:06,Public parking lot,no,yes,Side,0,1.0,no,no,2.0,no,no,3.0
135,26c5673b-0e90-44a0-adc5-824be90e7ac4,"5535 Calle 5 Sur
Puebla PUE 72440
MX",2022-11-12 15:37:22 UTC,José Zapata,José Zapata,SRID=4326;POINT(-98.2170412377 19.0201596556),19.0201596556,-98.2170412377,09:26,SP01581,Sabritas,Sales & delivery,Light truck or Van,2,no,Chips ,1 Photo,09:32,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
136,3aa26fc8-4373-4387-ac50-4f7b0d417107,"535B Avenida 3 Poniente
Puebla de Zaragoza PUE 72000
MX",2022-11-12 15:11:00 UTC,Sandra Carreón,Martínez Edwin Alejandro,SRID=4326;POINT(-98.2034983859 19.045889033),19.045889033,-98.2034983859,12:22,XE7105A,Coca-Cola,Delivery,Light truck or Van,2,no,"Non-alcoholic beverages (water, soda, etc.)",2 Photos,12:28,Double lane,yes,no,Side,1,1.0,no,no,2.0,no,yes,3.0
137,be55ca05-95dc-4215-ad31-e3bc3549320e,"105 5 Avenida 2 Poniente
Puebla de Zaragoza PUE 72000
MX",2022-11-12 15:11:00 UTC,José Oropeza,Martínez Edwin Alejandro,SRID=4326;POINT(-98.1986525472 19.0453107361),19.0453107361,-98.1986525472,11:00,SK-19-310,5,Delivery,Heavy duty truck,2,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,11:19,Street - next to the curbside,no,no,Side,2,4.0,no,no,2.0,no,no,3.0
138,01b3d7bf-80bc-4a18-9ca2-0063a7164ef0,"5756 Calle 5 Sur
Puebla de Zaragoza PUE 72440
MX",2022-11-12 15:10:59 UTC,José Zapata,Martínez Edwin Alejandro,SRID=4326;POINT(-98.21787 19.018541),19.018541,-98.21787,10:31,HJ5434F,Marinela,Delivery,Light truck or Van,4,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,10:52,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
139,5288fd44-2899-4765-9195-3f866d2e6d45,"709–725 Avenida 3 Poniente
Puebla de Zaragoza PUE 72000
MX",2022-11-12 15:10:59 UTC,Sandra Carreón,Martínez Edwin Alejandro,SRID=4326;POINT(-98.2037109509 19.0459898685),19.0459898685,-98.2037109509,12:52,SP28323,Peñafiel,Delivery,Light truck or Van,1,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,13:02,Public parking lot,yes,no,Side,1,1.0,no,no,2.0,no,no,3.0
140,ced463ec-22a6-4e79-964d-b348817e1098,"535b Avenida 3 Poniente
Heroica Puebla de Zaragoza Puebla 72000
México",2022-11-12 02:44:45 UTC,Sergio Licea,Diego Hernán López L,SRID=4326;POINT(-98.2036475837 19.0459610286),19.0459610286,-98.2036475837,18:00,SN-91-966,5,Delivery,Light truck or Van,1,no,"Dairy (milk, cheese, etc.)",1 Photo,18:15,Street - next to the curbside,yes,no,Rear,0,4.0,no,no,2.0,no,yes,8.0
141,d1662ccd-4787-4c38-969a-a9e8a01ad1c2,"6 Calle 4 Norte
Puebla de Zaragoza PUE 72000
MX",2022-11-12 02:03:44 UTC,Sandra Carreón,Sandra Carreón,SRID=4326;POINT(-98.1941044021 19.045529019),19.045529019,-98.1941044021,16:17,SP40994,Marinela,Delivery,Light truck or Van,1,yes,"Bakery (bread, cookies, cakes, etc.)",1 Photo,16:26,Street - next to the curbside,yes,no,Rear,1,1.0,no,no,2.0,no,no,3.0
142,9b4fc2c6-6f9d-4a64-99ea-7482533c4536,"Heroica Puebla de Zaragoza Puebla 72000
México",2022-11-11 22:24:51 UTC,Sergio Licea,Sergio Licea,SRID=4326;POINT(-98.1937378272 19.04621108),19.04621108,-98.1937378272,15:55,SP-14-380,Pepsi,Delivery,Light truck or Van,1,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,16:16,Double lane,no,no,Side,0,4.0,no,no,2.0,no,no,3.0
143,1ad48cb6-aed4-47cd-bf9d-526abe05c96a,"Coclovía 9 Sur
Cholula PUE 72764
MX",2022-11-11 22:11:31 UTC,Harry Hernández,Harry Hernández,SRID=4326;POINT(-98.3130123128 19.0651500243),19.0651500243,-98.3130123128,16:29,"SL81570
",Corona,Delivery,Heavy duty truck,3,no,"Alcoholic beverages (beer, liquor, etc.)",1 Photo,16:31,Street - next to the curbside,no,no,Side,2,4.0,no,no,2.0,no,yes,3.0
144,d30cea2f-d083-4f94-9858-b3ef0cb6ecab,"526 Avenida Miguel Hidalgo
Cholula PUE 72764
MX",2022-11-11 22:11:30 UTC,Harry Hernández,Harry Hernández,SRID=4326;POINT(-98.3115490359 19.0640094081),19.0640094081,-98.3115490359,15:50,80TEL7,Presto ,Delivery,Motorcycle,1,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,15:55,Street - next to the curbside,no,no,Side,0,4.0,no,no,2.0,no,no,3.0
145,fed369a3-9e0e-4c42-acca-200c6dd60a2a,"3A Calle 7 Norte
Cholula PUE 72764
MX",2022-11-11 22:11:30 UTC,Harry Hernández,Harry Hernández,SRID=4326;POINT(-98.3115105239 19.0642812755),19.0642812755,-98.3115105239,15:52,SN26042,Coca Cola ,Delivery,Heavy duty truck,3,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,16:05,Street - next to the curbside,no,no,Side,2,4.0,no,no,2.0,no,no,3.0
146,56aee666-7420-474e-9056-0995e085b806,"17 Avenida 5 Oriente
Cholula Puebla 72760
Mexico",2022-11-11 22:08:32 UTC,José Varela,José Varela,SRID=4326;POINT(-98.30646 19.0598333),19.0598333,-98.30646,16:24,Lb92523,Bonafont,Delivery,Heavy duty truck,1,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,16:32,Street - next to the curbside,no,no,Side,1,4.0,no,no,2.0,no,no,3.0
147,5f349557-fb6f-4847-be1d-a517f1d78c88,"512 Avenida 4 Poniente
Cholula Puebla 72760
Mexico",2022-11-11 22:08:31 UTC,José Varela,José Varela,SRID=4326;POINT(-98.31059 19.0656),19.0656,-98.31059,15:22,Sk94616,Sabritas,Delivery,Heavy duty truck,2,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,15:34,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
148,cff61d15-ca2d-470f-b660-ae64a9d12615,"501A Avenida 2 Poniente
De Puebla 72760
Mexico",2022-11-11 22:08:31 UTC,José Varela,José Varela,SRID=4326;POINT(-98.309745 19.0640329),19.0640329,-98.309745,15:05,SN20719,San Antonio,Delivery,Light truck or Van,2,yes,"Dairy (milk, cheese, etc.)",1 Photo,15:21,Public parking lot,no,no,Rear,2,4.0,no,no,2.0,no,no,3.0
149,71a4e11f-847b-4e41-9cb6-0ccfb7a01807,"501A Avenida 2 Poniente
De Puebla 72760
Mexico",2022-11-11 22:08:30 UTC,José Varela,José Varela,SRID=4326;POINT(-98.3097392 19.0639638),19.0639638,-98.3097392,15:09,SJ67008,5,Delivery,SUV,2,no,Produce (fruits & vegetables),1 Photo,15:20,Street - next to the curbside,no,no,Rear,2,4.0,no,no,2.0,no,no,3.0
150,115bf098-e947-4d09-ad07-9ad579164c35,"506 Calle 5 Sur
Cholula Puebla 72760
Mexico",2022-11-11 22:08:30 UTC,José Varela,José Varela,SRID=4326;POINT(-98.3110767 19.0612967),19.0612967,-98.3110767,14:47,LE83024,Marinela,Delivery,SUV,1,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,15:00,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
151,1f2c3241-509a-4d91-a433-1a15e96fd24b,"316 Avenida 2 Poniente
San Andrés Cholula Puebla 72760
Mexico",2022-11-11 22:08:29 UTC,José Varela,José Varela,SRID=4326;POINT(-98.3092333 19.0638883),19.0638883,-98.3092333,16:15,LE83024,Príncipes Marinela,Delivery,Light truck or Van,2,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,16:35,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
152,2a23ed7d-dbe7-490f-b61d-cea9b0ae028e,"286 Avenida 2 Poniente
San Andrés Cholula Puebla 72760
Mexico",2022-11-11 22:08:29 UTC,José Varela,José Varela,SRID=4326;POINT(-98.3093346 19.063999),19.063999,-98.3093346,16:08,SP 13 463,5,Delivery,Light truck or Van,2,no,Produce (fruits & vegetables),1 Photo,16:30,Public parking lot,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
153,6f431744-a51b-4b36-b33f-13fb860ef131,"403 Calle 7 Norte
Cholula Puebla 72764
Mexico",2022-11-11 22:08:28 UTC,José Varela,José Varela,SRID=4326;POINT(-98.3107461 19.0656979),19.0656979,-98.3107461,15:52,SP14239,Pepsi,Delivery,Heavy duty truck,3,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,16:00,Street - next to the curbside,no,no,Side,1,1.0,no,no,2.0,no,no,3.0
154,56562b58-bfeb-4165-8e3b-7bc0a5a224cf,"No 1 1 Avenida Morelos
Cholula Puebla 72760
Mexico",2022-11-11 22:08:27 UTC,José Varela,José Varela,SRID=4326;POINT(-98.3067634 19.0618411),19.0618411,-98.3067634,15:45,SN26042,Coca Cola,Delivery,Heavy duty truck,2,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,15:55,Street - next to the curbside,no,no,Side,2,1.0,no,no,2.0,no,no,3.0
155,830c044c-e22c-4754-994c-6f42f69bf133,"5751–5759 Calle 3 Sur
Puebla de Zaragoza PUE 72440
MX",2022-11-11 17:23:47 UTC,Manuel Flores,Manuel Flores,SRID=4326;POINT(-98.2155760378 19.0183170953),19.0183170953,-98.2155760378,15:53,NFP-71-65,Bonafont,Sales (usually small car or motorcycle),Automobile,1,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,15:59,Street - next to the curbside,no,no,Rear,0,4.0,yes,no,2.0,no,no,3.0
156,a7c85035-e5ea-467d-a130-9b6fdd72cb9a,"5751–5759 Calle 3 Sur
Puebla de Zaragoza PUE 72440
MX",2022-11-11 17:23:46 UTC,Manuel Flores,Manuel Flores,SRID=4326;POINT(-98.2155917826 19.0182728319),19.0182728319,-98.2155917826,15:36,94TEH3,Peñafiel,Delivery,Motorcycle,1,no,"Non-alcoholic beverages (water, soda, etc.)",3 Photos,15:42,Street - next to the curbside,no,no,Side,0,4.0,yes,no,2.0,no,no,3.0
157,05a48de5-9458-441c-b96b-9a22c187d974,"115 Calle Tamaulipas
Puebla de Zaragoza PUE 72440
MX",2022-11-11 17:23:46 UTC,Manuel Flores,Manuel Flores,SRID=4326;POINT(-98.2156169415 19.0155333985),19.0155333985,-98.2156169415,15:15,LE-18461,Bonafont,Delivery,Heavy duty truck,2,no,"Non-alcoholic beverages (water, soda, etc.)",2 Photos,15:21,Street - next to the curbside,no,no,Side,2,4.0,yes,no,2.0,no,no,3.0
158,c57f43e8-8c23-4da5-b220-ff9b00e6b020,1,2022-11-11 13:42:27 UTC,José Zapata,José Zapata,SRID=4326;POINT(-98.215618 19.018353),19.018353,-98.215618,15:57,SN42550,Chispagua,Delivery,Light truck or Van,1,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,16:05,Double lane,no,no,Side,1,4.0,yes,no,2.0,no,yes,3.0
159,af1d6ac9-3e31-42de-a4d2-873c080b8766,"730 Avenida Reforma
Puebla de Zaragoza PUE 72000
MX",2022-11-11 05:09:33 UTC,Sandra Carreón,Sandra Carreón,SRID=4326;POINT(-98.2042665035 19.0473467298),19.0473467298,-98.2042665035,11:19,SP35259,Ricolino ,Delivery,Light truck or Van,1,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,11:35,On top of a sidewalk,no,no,Rear,1,1.0,no,no,2.0,no,no,3.0
160,9eac0dba-fb4b-4947-ba68-c406dadb6887,"605 Calle 5 Norte
Puebla de Zaragoza PUE 72000
MX",2022-11-11 05:09:33 UTC,Sandra Carreón,Sandra Carreón,SRID=4326;POINT(-98.2000555478 19.04881606),19.04881606,-98.2000555478,10:15,WZ3038A,5,Delivery,Pick-up,4,no,"Nonfood,Other",1 Photo,10:41,Store's garage,no,no,Rear,0,1.0,no,no,2.0,no,no,3.0
161,81e9e876-3b3c-4376-a359-7ae4df145f0b,"1826–1832 Avenida Venustiano Carranza
San Bernardino Tlaxcalancingo PUE 72835
MX",2022-11-10 21:43:51 UTC,Leoncio Mora Díaz,Leoncio Mora Díaz,SRID=4326;POINT(-98.2491253597 19.0226732567),19.0226732567,-98.2491253597,12:41,LB62119,Nestle ,Delivery,Light truck or Van,3,yes,"Bakery (bread, cookies, cakes, etc.)",1 Photo,13:04,Street - next to the curbside,yes,no,Side,1,4.0,no,no,2.0,no,no,3.0
162,54af96d2-2503-43ba-9fd5-55a3a132033f,"11 Privada la Quinta
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-10 21:40:28 UTC,Leoncio Mora Díaz,Leoncio Mora Díaz,SRID=4326;POINT(-98.249059394 19.0285984919),19.0285984919,-98.249059394,23:40,LC08082,Danone,Delivery,Light truck or Van,2,yes,"Dairy (milk, cheese, etc.)",2 Photos,12:02,Street - next to the curbside,yes,yes,Rear,0,4.0,no,no,2.0,no,no,3.0
163,4f30ea03-1942-41d6-8a0c-784d5d42018a,"123 Avenida Venustiano Carranza
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-10 21:28:26 UTC,Leoncio Mora Díaz,Leoncio Mora Díaz,SRID=4326;POINT(-98.2501925963 19.0319133618),19.0319133618,-98.2501925963,15:00,LB99390,Bonafont ,Delivery,Heavy duty truck,2,no,"Non-alcoholic beverages (water, soda, etc.)",2 Photos,15:21,Street - next to the curbside,no,no,Side,1,4.0,no,no,2.0,no,no,3.0
164,78332301-b37b-4907-af54-ab5447d68b98,"122 Avenida Venustiano Carranza
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-10 21:24:53 UTC,Leoncio Mora Díaz,Leoncio Mora Díaz,SRID=4326;POINT(-98.2492907345 19.0260824818),19.0260824818,-98.2492907345,14:09,SM69777,Bimbo,Delivery,Heavy duty truck,2,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,14:23,Street - next to the curbside,yes,no,Rear,2,4.0,no,no,2.0,no,no,3.0
165,4770c182-25c2-45c5-b037-af1e91e6bf39,"820 Calle Andrómeda
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-10 20:20:00 UTC,Leoncio Mora Díaz,Leoncio Mora Díaz,SRID=4326;POINT(-98.2486956194 19.0319597687),19.0319597687,-98.2486956194,13:15,SM61748,Sabritas,Delivery,Heavy duty truck,2,no,Chips,2 Photos,14:18,Street - next to the curbside,no,no,Side,0,4.0,no,no,2.0,no,no,3.0
